sentence_id,sentence,paragraph,document
13,"It is to be remembered that he probably did not see all the consequences of his conduct, if his robbery be a pretence.",False,data/books/speeches-daniel-webster.html
14,He might not intend to prosecute any body.,False,data/books/speeches-daniel-webster.html
15,"But he probably found, and indeed there is evidence to show, that it was necessary for him to do something to find out the authors of the alleged robbery.",False,data/books/speeches-daniel-webster.html
16,He manifested no particular zeal on this subject.,False,data/books/speeches-daniel-webster.html
17,He was in no haste.,False,data/books/speeches-daniel-webster.html
18,"He appears rather to have been pressed by others to do that which, if he had really been robbed, we should suppose he would have been most earnest to do, the earliest moment.",False,data/books/speeches-daniel-webster.html
0,But could he so seriously wound himself?,True,data/books/speeches-daniel-webster.html
1,"Could he or would he shoot a pistol-bullet through his hand, in order to render the robbery probable, and to obtain belief in his story?",False,data/books/speeches-daniel-webster.html
2,All exhibitions are subject to accidents.,False,data/books/speeches-daniel-webster.html
3,"Whether they are serious or farcical, they may, in some particulars, not proceed exactly as they are designed to do.",False,data/books/speeches-daniel-webster.html
4,"If we knew that this shot through the hand, if made by himself, must have been intentionally made by himself, it would be a circumstance of greater weight.",False,data/books/speeches-daniel-webster.html
5,The bullet went through the sleeve of his coat.,False,data/books/speeches-daniel-webster.html
6,He might have intended it should go through nothing else.,False,data/books/speeches-daniel-webster.html
7,It is quite certain he did not receive the wound in the way he described.,False,data/books/speeches-daniel-webster.html
8,"He says he was pulling or thrusting aside the robber's pistol, and while his hand was on it, it was fired, and the contents passed through his hand.",False,data/books/speeches-daniel-webster.html
9,"This could not have been so, because no part of the contents went through the hand, except the ball.",False,data/books/speeches-daniel-webster.html
10,"There was powder on the sleeve of his coat, and from the appearance one would think the pistol to have been three or four feet from the hand when fired.",False,data/books/speeches-daniel-webster.html
11,"The fact of the pistol-bullet being fired through the hand, is doubtless a circumstance of importance.",False,data/books/speeches-daniel-webster.html
12,It may not be easy to account for it; but it is to be weighed with other circumstances.,False,data/books/speeches-daniel-webster.html
0,"It is most extraordinary, that, in the whole case, the prosecutor should prove hardly any fact in any way but by his own oath.",True,data/books/speeches-daniel-webster.html
1,He chooses to trust every thing on his own credit with the jury.,False,data/books/speeches-daniel-webster.html
2,Had he the money with him which he mentions?,False,data/books/speeches-daniel-webster.html
3,"If so, his clerks or persons connected with him in business must have known it; yet no witness is produced.",False,data/books/speeches-daniel-webster.html
4,Nothing can be more important than to prove that he had the money.,False,data/books/speeches-daniel-webster.html
5,Yet he does not prove it.,False,data/books/speeches-daniel-webster.html
6,Why should he leave this essential fact without further support?,False,data/books/speeches-daniel-webster.html
7,"He is not surprised with this defence, he knew what it would be.",False,data/books/speeches-daniel-webster.html
8,"He knew that nothing could be more important than to prove that, in truth, he did possess the money which he says he lost; yet he does not prove it.",False,data/books/speeches-daniel-webster.html
9,"All that he saw, and all that he did, and everything that occurred to him until the alleged robbery, rests solely on his own credit.",False,data/books/speeches-daniel-webster.html
10,He does not see fit to corroborate any fact by the testimony of any witness.,False,data/books/speeches-daniel-webster.html
11,So he went to New York to arrest Jackman.,False,data/books/speeches-daniel-webster.html
12,He did arrest him.,False,data/books/speeches-daniel-webster.html
13,"He swears positively that he found in his possession papers which he lost at the time of the robbery; yet he neither produces the papers themselves, nor the persons who assisted in the search.",False,data/books/speeches-daniel-webster.html
0,"In like manner, he represents his intercourse with Taber at Boston.",True,data/books/speeches-daniel-webster.html
1,"Taber, he says, made certain confessions.",False,data/books/speeches-daniel-webster.html
2,"They made a bargain for a disclosure or confession on one side, and a reward on the other.",False,data/books/speeches-daniel-webster.html
3,But no one heard these confessions except Goodridge himself.,False,data/books/speeches-daniel-webster.html
4,"Taber now confronts him, and pronounces this part of his story to be wholly false; and there is nobody who can support the prosecutor.",False,data/books/speeches-daniel-webster.html
0,"How came Mr. Goodridge to set out from Bangor, armed in this formal and formidable manner?",True,data/books/speeches-daniel-webster.html
1,How came he to be so apprehensive of a robbery?,False,data/books/speeches-daniel-webster.html
2,The reason he gives is completely ridiculous.,False,data/books/speeches-daniel-webster.html
3,"As the foundation of his alarm, he tells a story of a robbery which he had heard of, but which, as far as appears, no one else ever heard of; and the story itself is so perfectly absurd, it is difficult to resist the belief that it was the product of his imagination at the moment.",False,data/books/speeches-daniel-webster.html
4,He seems to have been a little too confident that an attempt would be made to rob him.,False,data/books/speeches-daniel-webster.html
5,"The manner in which he carried his money, as he says, indicated a strong expectation of this sort.",False,data/books/speeches-daniel-webster.html
6,"His gold he wrapped in a cambric cloth, put it into a shot bag, and then into a portmanteau.",False,data/books/speeches-daniel-webster.html
7,"One parcel of bills, of a hundred dollars in amount, he put into his pocket-book; another, of somewhat more than a thousand dollars, he carried next his person, underneath all his clothes.",False,data/books/speeches-daniel-webster.html
8,"Having disposed of his money in this way, and armed himself with two good pistols, he set out from Bangor.",False,data/books/speeches-daniel-webster.html
9,"The jury will judge whether this extraordinary care of his money, and this formal arming of himself to defend it, are not circumstances of a very suspicious character.",False,data/books/speeches-daniel-webster.html
0,He stated that he did not travel in the night; that he would not so much expose himself to robbers.,True,data/books/speeches-daniel-webster.html
1,"He said that, when he came near Alfred, he did not go into the village, but stopped a few miles short, because night was coming on, and he would not trust himself and his money out at night.",False,data/books/speeches-daniel-webster.html
2,He represents himself to have observed this rule constantly and invariably until he got to Exeter.,False,data/books/speeches-daniel-webster.html
3,"Yet, when the time came for the robbery, he was found out at night.",False,data/books/speeches-daniel-webster.html
4,"He left Exeter about sunset, intending to go to Newburyport, fifteen miles distant, that evening.",False,data/books/speeches-daniel-webster.html
5,"When he is asked how this should happen, he says he had no fear of robbers after he left the District of Maine.",False,data/books/speeches-daniel-webster.html
6,He thought himself quite safe when he arrived at Exeter.,False,data/books/speeches-daniel-webster.html
7,"Yet he told the jury, that at Exeter he thought it necessary to load his pistol afresh.",False,data/books/speeches-daniel-webster.html
8,He asked for a private room at the inn.,False,data/books/speeches-daniel-webster.html
9,He told the persons in attendance that he wished such a room for the purpose of changing his clothes.,False,data/books/speeches-daniel-webster.html
10,He charged them not to suffer him to be interrupted.,False,data/books/speeches-daniel-webster.html
11,"But he now testifies that his object was not to change his dress, but to put new loading into his pistols.",False,data/books/speeches-daniel-webster.html
12,What sort of a story is this?,False,data/books/speeches-daniel-webster.html
0,"He says he now felt himself out of all danger from robbers, and was therefore willing to travel at night.",True,data/books/speeches-daniel-webster.html
1,"At the same time, he thought himself in very great danger from robbers, and therefore took the utmost pains to keep his pistols well loaded and in good order.",False,data/books/speeches-daniel-webster.html
2,"To account for the pains he took about loading his pistols at Exeter, he says it was his invariable practice, every day after he left Bangor, to discharge and load again one or both of his pistols; that he never missed doing this; that he avoided doing it at the inns, lest he should create suspicion, but that he did it, while alone, on the road, every day.",False,data/books/speeches-daniel-webster.html
0,How far this is probable the jury will judge.,True,data/books/speeches-daniel-webster.html
1,It will be observed that he gave up his habits of caution as he approached the place of the robbery.,False,data/books/speeches-daniel-webster.html
2,"He then loaded his pistols at the tavern, where persons might and did see him; and he then also travelled in the night.",False,data/books/speeches-daniel-webster.html
3,He passed the bridge over Merrimack River a few minutes before nine o'clock.,False,data/books/speeches-daniel-webster.html
4,"He was now at a part of his progress where he was within the observation of other witnesses, and something could be known of him besides what he told of himself.",False,data/books/speeches-daniel-webster.html
5,"Immediately after him passed the two persons with their wagons, Shaw and Keyser.",False,data/books/speeches-daniel-webster.html
6,Close upon them followed the mail-coach.,False,data/books/speeches-daniel-webster.html
7,"Now, these wagons and the mail must have passed within three rods, at most, of Goodridge, at the very time of the robbery.",False,data/books/speeches-daniel-webster.html
8,"They must have been very near the spot, the very moment of the attack; and if he was under the robbers' hands as long as he represents, or if they staid on the spot long enough to do half what he says they did, they must have been there when the wagons and the stage passed.",False,data/books/speeches-daniel-webster.html
9,"At any rate, it is next to impossible, by any computation of time, to put these carriages so far from the spot, that the drivers should not have heard the cry of murder, which he says he raised, or the report of the two pistols, which he says were discharged.",False,data/books/speeches-daniel-webster.html
10,"In three quarters of an hour, or an hour, he returned, and repassed the bridge.",False,data/books/speeches-daniel-webster.html
0,The jury will next naturally look to the appearances exhibited on the field after the robbery.,True,data/books/speeches-daniel-webster.html
1,The portmanteau was there.,False,data/books/speeches-daniel-webster.html
2,"The witnesses say, that the straps which fastened it to the saddle had been neither cut nor broken.",False,data/books/speeches-daniel-webster.html
3,They were carefully unbuckled.,False,data/books/speeches-daniel-webster.html
4,This was very considerate for robbers.,False,data/books/speeches-daniel-webster.html
5,"It had been opened, and its contents were scattered about the field.",False,data/books/speeches-daniel-webster.html
6,"The pocket-book, too, had been opened, and many papers it contained found on the ground.",False,data/books/speeches-daniel-webster.html
7,Nothing valuable was lost but money.,False,data/books/speeches-daniel-webster.html
8,The robbers did not think it well to go off at once with the portmanteau and the pocket- book.,False,data/books/speeches-daniel-webster.html
9,"The place was so secure, so remote, so unfrequented; they were so far from the highway, at least one full rod; there were so few persons passing, probably not more than four or five then in the road, within hearing of the pistols and the cries of Goodridge; there being, too, not above five or six dwelling-houses, full of people, within the hearing of the report of a pistol; these circumstances were all so favorable to their safety, that the robbers sat down to look over the prosecutor's papers, carefully examined the contents of his pocket-book and portmanteau, and took only the things which they needed!",False,data/books/speeches-daniel-webster.html
10,There was money belonging to other persons.,False,data/books/speeches-daniel-webster.html
11,The robbers did not take it.,False,data/books/speeches-daniel-webster.html
12,"They found out it was not the prosecutor's, and left it.",False,data/books/speeches-daniel-webster.html
13,"It may be said to be favorable to the prosecutor's story, that the money which did not belong to him, and the plunder of which would seem to be the most probable inducement he could have to feign a robbery, was not taken.",False,data/books/speeches-daniel-webster.html
14,"But the jury will consider whether this circumstance does not bear quite as strongly the other way, and whether they can believe that robbers could have left this money, either from accident or design.",False,data/books/speeches-daniel-webster.html
0,"The robbers, by Goodridge's account, were extremely careful to search his person.",True,data/books/speeches-daniel-webster.html
1,"Having found money in his portmanteau and in his pocket-book, they still forthwith stripped him to the skin, and searched until they found the sum which had been so carefully deposited under his clothes.",False,data/books/speeches-daniel-webster.html
2,"Was it likely, that, having found money in the places where it is ordinarily carried, robbers should proceed to search for more, where they had no reason to suppose more would be found?",False,data/books/speeches-daniel-webster.html
3,Goodridge says that no person knew of his having put his bank-notes in that situation.,False,data/books/speeches-daniel-webster.html
4,"On the first attack, however, they proceeded to open one garment after another, until they penetrated to the treasure, which was beneath them all.",False,data/books/speeches-daniel-webster.html
0,The testimony of Mr. Howard is material.,True,data/books/speeches-daniel-webster.html
1,"He examined Goodridge's pistol, which was found on the spot, and thinks it had not been fired at all.",False,data/books/speeches-daniel-webster.html
2,"If this be so, it would follow that the wound through the hand was not made by this pistol; but then, as the pistol is now discharged, if it had not been fired, he is not correct in swearing that he fired it at the robbers, nor could it have been loaded at Exeter, as he testified.",False,data/books/speeches-daniel-webster.html
0,"In the whole case, there is nothing, perhaps, more deserving consideration, than the prosecutor's statement of the violence which the robbers used towards him.",True,data/books/speeches-daniel-webster.html
1,"He says he was struck with a heavy club, on the back part of his head.",False,data/books/speeches-daniel-webster.html
2,He fell senseless to the ground.,False,data/books/speeches-daniel-webster.html
3,"Three or four rough-handed villains then dragged him to the fence, and through it or over it, with such force as to break one of the boards.",False,data/books/speeches-daniel-webster.html
4,They then plundered his money.,False,data/books/speeches-daniel-webster.html
5,"Presently he came to his senses; perceived his situation; saw one of the robbers sitting or standing near; he valiantly sprung upon, and would have overcome him, but the ruffian called out for his comrades, who returned, and all together they renewed their attack upon, subdued him, and redoubled their violence.",False,data/books/speeches-daniel-webster.html
6,"They struck him heavy blows; they threw him violently to the ground; they kicked him in the side; they choked him; one of them, to use his own words, jumped upon his breast.",False,data/books/speeches-daniel-webster.html
7,They left him only when they supposed they had killed him.,False,data/books/speeches-daniel-webster.html
8,"He went back to Pearson's, at the bridge, in a state of delirium, and it was several hours before his recollection came to him.",False,data/books/speeches-daniel-webster.html
9,This is his account.,False,data/books/speeches-daniel-webster.html
10,"Now, in point of fact, it is certain that on no part of his person was there the least mark of this beating and wounding.",False,data/books/speeches-daniel-webster.html
11,"The blow on the head, which brought him senseless to the ground, neither broke the skin, nor caused any tumor, nor left any mark whatever.",False,data/books/speeches-daniel-webster.html
12,"He fell from his horse on the frozen ground, without any appearance of injury.",False,data/books/speeches-daniel-webster.html
13,"He was drawn through or over the fence with such force as to break the rail, but not so as to leave any wound or scratch on him.",False,data/books/speeches-daniel-webster.html
14,"A second time he is knocked down, kicked, stamped upon, choked, and in every way abused and beaten till sense had departed, and the breath of life hardly remained; and yet no wound, bruise, discoloration, or mark of injury was found to result from all this.",False,data/books/speeches-daniel-webster.html
15,"Except the wound in his hand, and a few slight punctures in his left arm, apparently made with his own penknife, which was found open on the spot, there was no wound or mark which the surgeons, upon repeated examinations, could anywhere discover.",False,data/books/speeches-daniel-webster.html
16,This is a story not to be believed.,False,data/books/speeches-daniel-webster.html
17,"No matter who tells it, it is so impossible to be true, that all belief is set at defiance.",False,data/books/speeches-daniel-webster.html
18,No man can believe it.,False,data/books/speeches-daniel-webster.html
19,"All this tale of blows which left no marks, and of wounds which could not be discovered, must be the work of imagination.",False,data/books/speeches-daniel-webster.html
20,"If the jury can believe that he was robbed, it is impossible they can believe his account of the manner of it.",False,data/books/speeches-daniel-webster.html
0,"With respect, next, to delirium.",True,data/books/speeches-daniel-webster.html
1,The jury have heard the physicians.,False,data/books/speeches-daniel-webster.html
2,Two of them have no doubt it was all feigned.,False,data/books/speeches-daniel-webster.html
3,"Dr. Spofford spoke in a more guarded manner, but it was very evident his opinion agreed with theirs.",False,data/books/speeches-daniel-webster.html
4,"In the height of his raving, the physician who was present said to others, that he could find nothing the matter with the man, and that his pulse was perfectly regular.",False,data/books/speeches-daniel-webster.html
5,But consider the facts which Dr. Balch testifies.,False,data/books/speeches-daniel-webster.html
6,He suspected the whole of this illness and delirium to be feigned.,False,data/books/speeches-daniel-webster.html
7,He wished to ascertain the truth.,False,data/books/speeches-daniel-webster.html
8,"While he or others were present, Goodridge appeared to be in the greatest pains and agony from his wounds.",False,data/books/speeches-daniel-webster.html
